id,name,type,description,sortId,skills,slots,rarity,attack,critical,defense,attribute,attributeValue,subattribute,subattributeValue,sharpness,takumi
"Hammer_018","沙海锤Ⅰ","hammer","使用沙海龙素材制作的大锤。裹覆了坚硬的钢材，能够凿穿岩石，是为了破碎而存在的重击之器。","49","HunterSkill_032,1","0,0,0","2","110","10","0","water","16","","","50,30,90,30,0,0,0","50,0,0,0"
"Hammer_019","沙海锤Ⅱ","hammer","使用沙海龙素材制作的大锤。裹覆了坚硬的钢材，能够凿穿岩石，是为了破碎而存在的重击之器。","50","HunterSkill_032,2","1,0,0","4","150","10","0","water","20","","","60,30,100,60,0,0,0","50,0,0,0"
"Hammer_020","沙海锤Ⅲ","hammer","使用沙海龙素材制作的大锤。裹覆了坚硬的钢材，能够凿穿岩石，是为了破碎而存在的重击之器。","51","HunterSkill_032,2","2,1,0","5","160","10","0","water","23","","","50,30,110,90,20,0,0","50,0,0,0"
"Hammer_021","沙海锤Ⅳ","hammer","使用沙海龙素材制作的大锤。裹覆了坚硬的钢材，能够凿穿岩石，是为了破碎而存在的重击之器。","52","HunterSkill_032,3","3,2,0","7","190","10","0","water","27","","","40,30,110,90,70,10,0","50,0,0,0"
"Hammer_022","重击沙海锤","hammer","增强了破坏力的强化版沙海锤。锤击的冲击力足以粉碎地壳，卷起沙尘。","53","HunterSkill_032,3","3,2,1","8","210","10","0","water","30","","","40,30,100,90,70,20,0","50,0,0,0"
"Hammer_023","沼喷啄锤Ⅰ","hammer","使用沼喷龙素材制作的大锤。诡异形状据说是参考了疫病肆虐年代的医疗器具。","15","HunterSkill_022,2","0,0,0","3","140","0","0","poison","17","","","60,60,100,30,0,0,0","50,0,0,0"
"Hammer_024","沼喷啄锤Ⅱ","hammer","使用沼喷龙素材制作的大锤。诡异形状据说是参考了疫病肆虐年代的医疗器具。","16","HunterSkill_022,2","2,1,0","5","170","0","0","poison","24","","","50,50,100,90,10,0,0","50,0,0,0"
"Hammer_025","沼喷啄锤Ⅲ","hammer","使用沼喷龙素材制作的大锤。诡异形状据说是参考了疫病肆虐年代的医疗器具。","17","HunterSkill_022,3","3,2,0","7","200","0","0","poison","27","","","60,50,100,30,100,10,0","50,0,0,0"
"Hammer_026","沼喷鸩毒锤","hammer","经过改良的沼喷啄锤。锤头上空洞的面相会注视着不断受啄击和毒素折磨的敌人，直至死去。","18","HunterSkill_022,3","3,2,1","8","220","0","0","poison","30","","","50,50,100,30,100,20,0","50,0,0,0"
"Hammer_027","影蜘蛛球锤Ⅰ","hammer","拔出后顶端会伸出尖刺的大锤。只有影蜘蛛素材才能制成如此精巧的武器。","42","HunterSkill_048,1,HunterSkill_022,1","0,0,0","3","120","10","0","sleep","15","","","70,60,30,90,0,0,0","50,0,0,0"
"Hammer_028","影蜘蛛球锤Ⅱ","hammer","拔出后顶端会伸出尖刺的大锤。只有影蜘蛛素材才能制成如此精巧的武器。","43","HunterSkill_048,1,HunterSkill_022,1","2,1,0","5","150","15","0","sleep","21","","","70,60,30,100,40,0,0","50,0,0,0"
"Hammer_029","影蜘蛛球锤Ⅲ","hammer","拔出后顶端会伸出尖刺的大锤。只有影蜘蛛素材才能制成如此精巧的武器。","44","HunterSkill_048,2,HunterSkill_022,1","3,2,0","7","180","15","0","sleep","27","","","70,60,30,90,60,40,0","50,0,0,0"
"Hammer_030","影蜘蛛锐棘球锤","hammer","影蜘蛛球锤的强化型，经过精心设计，可用打击击碎外壳，再以利刺剜肉。","45","HunterSkill_048,2,HunterSkill_022,1","3,2,1","8","200","15","0","sleep","30","","","70,60,30,60,40,90,0","50,0,0,0"
"Hammer_031","狱焰锤Ⅰ","hammer","以狱焰蛸素材制作的大锤。蓄满力量时隐秘之瞳将会显现，只为亲眼见证对手的末路。","39","HunterSkill_017,2,HunterSkill_046,1","1,0,0","4","170","-15","0","fire","20","","","100,20,90,40,0,0,0","50,0,0,0"
"Hammer_032","狱焰锤Ⅱ","hammer","以狱焰蛸素材制作的大锤。蓄满力量时隐秘之瞳将会显现，只为亲眼见证对手的末路。","40","HunterSkill_017,2,HunterSkill_046,2","3,2,0","7","210","-15","0","fire","27","","","100,20,110,70,50,0,0","50,0,0,0"
"Hammer_033","恶蛸狱焰锤","hammer","强化版的狱焰锤，窥伺的眼珠仿佛正在搜寻猎物。与它对视之人，终其一生也无法从那种恐怖中逃离。","41","HunterSkill_017,3,HunterSkill_046,2","3,2,1","8","230","-15","0","fire","30","","","100,20,110,50,50,20,0","50,0,0,0"
"Hammer_034","白炎碎Ⅰ","hammer","以护火龙素材制作的大锤。能带给持有者如熊熊烈火一般绝不屈服的斗志。","6","HunterSkill_004,1,HunterSkill_003,1","1,0,0","4","160","15","0","fire","21","","","50,100,70,30,0,0,0","50,0,0,0"
"Hammer_035","白炎碎Ⅱ","hammer","以护火龙素材制作的大锤。能带给持有者如熊熊烈火一般绝不屈服的斗志。","7","HunterSkill_004,1,HunterSkill_003,1","2,1,0","6","180","15","0","fire","26","","","50,120,50,50,30,0,0","20,30,0,0"
"Hammer_036","火神白炎碎","hammer","强化后的白炎碎。在皓白之力的涌流中，可以感受到高贵的王者之魂。","8","HunterSkill_004,1,HunterSkill_003,1","3,2,1","8","210","15","0","fire","30","","","50,150,50,40,40,20,0","50,0,0,0"
"Hammer_037","冻峰金属锤Ⅰ","hammer","冻峰龙的冰结之锤。前路上的一切障碍都将被冻成冰块并粉碎。","13","HunterSkill_022,3","3,2,0","7","190","0","0","ice","47","","","40,40,50,100,110,10,0","50,0,0,0"
"Hammer_038","断崖金属锤","hammer","强化后的冻峰金属锤。与冲击一同传来的急剧寒气，能让目标在感到痛苦之前就粉身碎骨。","14","HunterSkill_022,3","3,2,1","8","210","0","0","ice","50","","","40,40,40,80,120,30,0","50,0,0,0"
"Hammer_041","虚无之锤Ⅰ","hammer","使用暗器蛸素材制作的大锤。压倒性的一击能使对手在瞬间失去意识。","46","HunterSkill_022,2","1,0,0","4","160","0","0","water","16","","","20,110,60,60,0,0,0","50,0,0,0"
"Hammer_042","虚无之锤Ⅱ","hammer","使用暗器蛸素材制作的大锤。压倒性的一击能使对手在瞬间失去意识。","47","HunterSkill_022,3","2,1,0","6","190","0","0","water","21","","","20,110,70,60,40,0,0","50,0,0,0"
"Hammer_043","罗朗萨丘之暗锤","hammer","强化版虚无之锤，能让人感到无比悽惨。若看到大锤挥向自己，只能祈祷自己不要死无全尸。","48","HunterSkill_022,3","3,2,1","8","220","0","0","water","25","","","20,110,50,50,60,60,0","50,0,0,0"
"Hammer_044","护锁刃锤Ⅰ","hammer","以护锁刃龙的素材制作的大锤。锤上纹路散发的灵气使人无比专注，仿佛忘却了时间的流逝。","29","HunterSkill_022,2","1,1,0","4","170","-10","0","dragon","16","","","100,40,90,20,0,0,0","50,0,0,0"
"Hammer_045","护锁刃锤Ⅱ","hammer","以护锁刃龙的素材制作的大锤。锤上纹路散发的灵气使人无比专注，仿佛忘却了时间的流逝。","30","HunterSkill_022,2","2,2,0","6","210","-10","0","dragon","21","","","100,70,90,40,0,0,0","10,40,0,0"
"Hammer_046","护锁刃锤·贝德维尔","hammer","强化后的护锁刃锤。据说手持这把武器之人，将赢得数不胜数的胜利。","31","HunterSkill_022,2","3,3,1","8","240","-10","0","dragon","25","","","100,80,50,80,40,0,0","10,40,0,0"
"Hammer_049","怪鸟头锤Ⅰ","hammer","以怪鸟为原型的大锤，自工房发售以来，大受欢迎。只接受预订生产，极难获取。","54","HunterSkill_048,2","2,1,0","5","180","0","0","fire","41","","","100,100,60,40,0,0,0","20,30,0,0"
"Hammer_050","怪鸟头锤Ⅱ","hammer","以怪鸟为原型的大锤，自工房发售以来，大受欢迎。只接受预订生产，极难获取。","55","HunterSkill_048,3","3,2,0","7","210","0","0","fire","47","","","100,120,40,70,20,0,0","20,30,0,0"
"Hammer_051","怪鸟猛砸","hammer","怪鸟头锤的强化版，被民间称颂为梦幻般的珍品。持有此锤，你也可以自称为怪鸟痴。","56","HunterSkill_048,3","3,2,1","8","220","0","0","fire","50","","","110,120,30,60,30,0,0","10,40,0,0"
"Hammer_052","剧毒怪锤Ⅰ","hammer","有毒怪之称的异形大锤，令人畏惧。它所使用的毒物是超出普通标准的特别订制品。","61","HunterSkill_029,1,HunterSkill_057,1","2,1,0","5","180","0","0","poison","31","","","90,50,110,50,0,0,0","50,0,0,0"
"Hammer_053","剧毒怪锤Ⅱ","hammer","有毒怪之称的异形大锤，令人畏惧。它所使用的毒物是超出普通标准的特别订制品。","62","HunterSkill_029,2,HunterSkill_057,1","2,1,0","6","200","0","0","poison","34","","","90,50,80,60,20,0,0","50,0,0,0"
"Hammer_054","致命剧毒锤","hammer","强化版的剧毒怪锤。死亡之锤上涂满了绝不可触碰的毒物。","63","HunterSkill_029,3,HunterSkill_057,1","3,3,1","8","230","0","0","poison","40","","","90,50,110,60,40,0,0","50,0,0,0"
"Hammer_055","护雷白锤Ⅰ","hammer","使用护雷颚龙素材制作的大锤。唯有能以理性抑制蛮勇之力者方可使用。","64","HunterSkill_003,3","2,1,0","6","180","15","0","elec","39","","","40,100,120,40,0,0,0","10,40,0,0"
"Hammer_056","闪电护雷锤","hammer","护雷白锤的强化版，具备强大到足以扭曲常理的力量。如果沉溺于这份力量，将会自取灭亡。","65","HunterSkill_003,3","3,2,1","8","210","15","0","elec","45","","","40,90,120,60,40,0,0","0,50,0,0"
"Hammer_057","雪狮哈奴曼锤Ⅰ","hammer","使用雪狮子王素材制作的锤，造型模仿了传说中被众生虔诚信仰的猴神所挥舞的战锤。","66","HunterSkill_032,3","2,1,0","6","200","-10","0","ice","21","","","50,30,110,80,30,0,0","50,0,0,0"
"Hammer_058","狮王哈奴曼锤","hammer","强化版的雪狮哈奴曼锤，包覆了更低温的寒气。使用者也能获得猴神拔山盖世的伟力。","67","HunterSkill_032,3","3,2,1","8","230","-10","0","ice","25","","","50,30,110,80,50,30,0","50,0,0,0"
"Hammer_059","岩壳锤Ⅰ","hammer","利用具备耐高温特性的铠龙甲壳加工制成的大锤。挥手间掀起冲击，引发爆炸。","68","HunterSkill_048,3","2,1,0","6","210","-20","30","blast","34","","","110,70,80,40,0,0,0","30,20,0,0"
"Hammer_060","铠龙重锤","hammer","岩壳锤的强化型。是连时空亦可击碎的豪迈之锤，连生命亦可破灭的破坏之锤。","69","HunterSkill_048,3","3,2,1","8","250","-20","30","blast","40","","","100,70,70,70,40,0,0","50,0,0,0"
"Hammer_061","大锤大陵五Ⅰ","hammer","使用千刃龙的鳞组合而成的大锤。强度极高且锋利的棘会将敌人化为粉尘。","109","HunterSkill_217,1","3,2,0","7","190","25","0","","","","","50,70,100,60,70,0,0","0,50,0,0"
"Hammer_062","叛锤大陵五","hammer","以无尽的力量变革乱世的铁锤。大锤大陵五的强化版乃身为革命者的证明。","110","HunterSkill_217,1","3,2,1","8","210","25","0","","","","","50,70,100,50,60,20,0","50,0,0,0"
"Hammer_063","赤色冲击Ⅰ","hammer","用整个火龙头制成的精良大锤。唯有不惧火龙之怒的强者方可持有。","57","HunterSkill_002,3","2,1,0","6","180","10","0","fire","34","","","100,70,50,40,40,0,0","50,0,0,0"
"Hammer_064","火龙碎锤","hammer","不断强化的成果便是这把烈火的赤色冲击。其雄健魂魄不受任何拘束。","58","HunterSkill_002,3","3,2,1","8","200","10","0","fire","40","","","100,70,50,40,60,30,0","50,0,0,0"
"Hammer_065","权力of眩惑Ⅰ","hammer","仿造异形者的骷髅制成的黑蚀龙大锤。隐藏的魔眼将永远紧闭。","59","HunterSkill_003,3","3,2,0","7","180","20","0","dragon","27","","","50,70,80,70,50,30,0","50,0,0,0"
"Hammer_066","权力of恐怖","hammer","权力of眩惑实现了进化。禁忌的魔眼睁开，世界开始回归虚无。","60","HunterSkill_003,3","3,2,1","8","210","20","0","dragon","30","","","50,50,80,60,50,60,0","50,0,0,0"
"Hammer_067","锁刃锤Ⅰ","hammer","使用锁刃龙素材制作的大锤。据说在古时候，它曾属于某位在战场有万夫莫敌之勇的骑士。","32","HunterSkill_022,3","3,2,0","7","200","0","0","dragon","32","","","50,50,50,80,100,20,0","50,0,0,0"
"Hammer_068","牢狱锤Ⅰ","hammer","构造特殊的大锤。能通过雷光虫放电使怪物休克，陷入麻痹。","19","HunterSkill_033,1","0,0,0","1","100","0","0","paralyse","15","","","60,60,50,30,0,0,0","50,0,0,0"
"Hammer_069","牢狱锤Ⅱ","hammer","构造特殊的大锤。能通过雷光虫放电使怪物休克，陷入麻痹。","20","HunterSkill_033,2","0,0,0","3","140","0","0","paralyse","17","","","70,60,60,60,0,0,0","50,0,0,0"
"Hammer_070","牢狱锤Ⅲ","hammer","构造特殊的大锤。能通过雷光虫放电使怪物休克，陷入麻痹。","21","HunterSkill_033,2","2,1,0","5","170","0","0","paralyse","20","","","70,70,70,60,30,0,0","50,0,0,0"
"Hammer_071","牢狱锤Ⅳ","hammer","构造特殊的大锤。能通过雷光虫放电使怪物休克，陷入麻痹。","22","HunterSkill_033,3","3,2,1","7","200","0","0","paralyse","22","","","70,70,60,60,60,30,0","50,0,0,0"
"Hammer_072","电击锤","hammer","牢狱锤的强化版。被它击中后会即刻陷入麻痹状态，效果超乎想象。","23","HunterSkill_033,3","3,3,1","8","220","0","0","paralyse","25","","","60,60,60,60,60,50,0","50,0,0,0"
"Hammer_073","机械战锤Ⅰ","hammer","由发现的武器碎片组成的古代战锤。内部推进装置的原本用途至今仍未解明。","100","","2,2,2","6","170","5","0","","","","","80,40,60,80,40,0,0","20,30,0,0"
"Hammer_074","机械战锤Ⅱ","hammer","由发现的武器碎片组成的古代战锤。内部推进装置的原本用途至今仍未解明。","101","","2,2,2","7","180","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"Hammer_075","汪克尔原动机","hammer","拥有隐藏性能的太古战锤。当它的全部机能都得到修复之时，就将为了粉碎一切而驱动。","102","","3,3,3","8","190","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"Hammer_076","期冀大锤","hammer","通过实地调查而改良的希望大锤。将拦路之辈尽皆击溃，便是通往希望之捷径。","5","HunterSkill_046,2,HunterSkill_001,2","3,2,1","8","210","0","0","","","","","50,60,70,60,40,70,0","50,0,0,0"
"Hammer_077","缠蛙强击锤","hammer","强化了打击能力的缠蛙锤。一锤下去雷霆万钧，颇有将猎物一口吞下的缠蛙风范。","28","HunterSkill_057,1,HunterSkill_033,3","3,2,1","8","230","0","15","","","","","60,30,100,90,70,0,0","10,40,0,0"
"Hammer_078","锁刃锤·贝德维尔","hammer","锁刃锤的强化版。据说曾有一位臂力惊人的骑士能够单手挥舞这把战锤。","33","HunterSkill_022,3","3,2,1","8","220","0","0","dragon","35","","","50,50,50,70,90,40,0","50,0,0,0"
"Hammer_079","白炽锤乌列尔Ⅰ","hammer","由白炽龙素材锻造，冠以纯正本质之名的大锤。坚厚外壳匿于暗影之中，对待敌人毫不留情。","103","HunterSkill_204,1","3,2,0","7","210","5","0","dragon","20","","","100,40,100,40,50,20,0","50,0,0,0"
"Hammer_080","炽光锤乌列尔","hammer","乌列尔自天上传下意志——渴求本质的守望者啊，便叫这挥下的大锤赐予汝寂静罢。","104","HunterSkill_204,1","3,2,1","8","220","5","0","dragon","25","","","100,40,100,40,30,40,0","50,0,0,0"
"Hammer_082","狐锤【玉落弃尘世】Ⅰ","hammer","长于政事、创造了和平世界的公主留下的风雅大锤。可驱散现世弥漫的邪念。","106","HunterSkill_202,2,HunterSkill_003,1","2,1,0","6","180","15","0","water","30","","","80,60,40,40,70,10,0","50,0,0,0"
"Hammer_083","海波挠锤之华石","hammer","狐锤【玉落弃尘世】强化型。遵循新月的指引，风雅大锤化为驱散妄执的现世之光。","107","HunterSkill_202,3,HunterSkill_003,1","3,2,1","8","210","15","0","water","35","","","80,60,40,40,80,50,0","50,0,0,0"
"Hammer_086","海雷涡流锤Ⅰ","hammer","以漩涡海龙为原型打造而成的雷锤。被卷入漩涡中的猎物，会在怒涛般的连击下粉身碎骨。","112","HunterSkill_214,1,HunterSkill_032,2","3,2,0","7","200","0","0","elec","40","","","70,50,40,110,50,30,0","50,0,0,0"
"Hammer_087","海雷涡流猛锤","hammer","海雷涡流锤的强化版。电流变得更猛烈，化为吞噬大地的汹涌漩涡。","113","HunterSkill_214,1,HunterSkill_032,2","3,2,1","8","220","0","0","elec","45","","","60,40,30,90,70,60,0","50,0,0,0"
"Hammer_089","禁戒牢狱汪克尔","hammer","吞噬隐藏性能的异形之灵魂。虚无的魂魄徘徊寻求，曾驱动其身的真正容器。","114","","3,3,3","8","200","-10","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"Hammer_090","禁戒牢狱汪克尔","hammer","吞噬隐藏性能的异形之灵魂。虚无的魂魄徘徊寻求，曾驱动其身的真正容器。","115","","3,3,3","8","180","15","0","","","","","140,40,40,50,70,10,0","50,0,0,0"
"Hammer_091","禁戒牢狱汪克尔","hammer","吞噬隐藏性能的异形之灵魂。虚无的魂魄徘徊寻求，曾驱动其身的真正容器。","116","","3,3,3","8","190","0","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"HeavyBowgun_000","希望加农炮Ⅰ","heavy-bowgun","为调查东部地区特别制作的重弩炮。每个零件都被加工得十分厚重，从而提升了射击的威力。","0","","0,0,0","1","90","0","0","","","","","",""
"HeavyBowgun_001","希望加农炮Ⅱ","heavy-bowgun","为调查东部地区特别制作的重弩炮。每个零件都被加工得十分厚重，从而提升了射击的威力。","1","HunterSkill_019,1","0,0,0","1","100","0","0","","","","","",""
"HeavyBowgun_002","希望加农炮Ⅲ","heavy-bowgun","为调查东部地区特别制作的重弩炮。每个零件都被加工得十分厚重，从而提升了射击的威力。","2","HunterSkill_019,1,HunterSkill_001,1","0,0,0","3","130","0","0","","","","","",""
"HeavyBowgun_003","希望加农炮Ⅳ","heavy-bowgun","为调查东部地区特别制作的重弩炮。每个零件都被加工得十分厚重，从而提升了射击的威力。","3","HunterSkill_019,2,HunterSkill_001,1","2,1,0","5","160","0","0","","","","","",""
"HeavyBowgun_004","希望加农炮Ⅴ","heavy-bowgun","为调查东部地区特别制作的重弩炮。每个零件都被加工得十分厚重，从而提升了射击的威力。","4","HunterSkill_019,3,HunterSkill_001,1","3,2,0","7","190","0","0","","","","","",""
"HeavyBowgun_008","缠蛙破坏炮Ⅰ","heavy-bowgun","使用缠蛙素材制作的重弩炮。大口径弹仓的设计代表其性能偏向于重火力。","16","HunterSkill_198,1","0,0,0","1","110","0","15","","","","","",""
"HeavyBowgun_009","缠蛙破坏炮Ⅱ","heavy-bowgun","使用缠蛙素材制作的重弩炮。大口径弹仓的设计代表其性能偏向于重火力。","17","HunterSkill_198,2","0,0,0","3","150","0","15","","","","","",""
"HeavyBowgun_010","缠蛙破坏炮Ⅲ","heavy-bowgun","使用缠蛙素材制作的重弩炮。大口径弹仓的设计代表其性能偏向于重火力。","18","HunterSkill_198,2","2,1,0","5","180","0","15","","","","","",""
"HeavyBowgun_011","缠蛙破坏炮Ⅳ","heavy-bowgun","使用缠蛙素材制作的重弩炮。大口径弹仓的设计代表其性能偏向于重火力。","19","HunterSkill_198,3","3,2,0","7","210","0","15","","","","","",""
"HeavyBowgun_016","强力放臭者Ⅰ","heavy-bowgun","使用桃毛兽王素材制作的重弩炮。设计注重易用性，可发挥出稳定的狩猎水平。","39","HunterSkill_037,1","0,0,0","2","120","5","0","","","","","",""
"HeavyBowgun_017","强力放臭者Ⅱ","heavy-bowgun","使用桃毛兽王素材制作的重弩炮。设计注重易用性，可发挥出稳定的狩猎水平。","40","HunterSkill_037,1,HunterSkill_198,1","2,1,0","5","170","5","0","","","","","",""
"HeavyBowgun_018","狂野放臭者","heavy-bowgun","强力放臭者的强化形态。其性能可应对任何战局，令人忘记绝境这一词语。","41","HunterSkill_037,2,HunterSkill_198,1","3,3,1","8","220","5","0","","","","","",""
"HeavyBowgun_024","波涛炮Ⅰ","heavy-bowgun","使用波衣龙素材制作的重弩炮。籍由高压射出的弹药，其威力和大炮相比也毫不逊色。","35","HunterSkill_197,2","0,0,0","3","160","-15","0","","","","","",""
"HeavyBowgun_025","波涛炮Ⅱ","heavy-bowgun","使用波衣龙素材制作的重弩炮。籍由高压射出的弹药，其威力和大炮相比也毫不逊色。","36","HunterSkill_197,2","2,1,0","5","190","-15","0","","","","","",""
"HeavyBowgun_026","波涛炮Ⅲ","heavy-bowgun","使用波衣龙素材制作的重弩炮。籍由高压射出的弹药，其威力和大炮相比也毫不逊色。","37","HunterSkill_197,3","3,2,0","7","220","-15","0","","","","","",""
"HeavyBowgun_027","狂澜波涛炮","heavy-bowgun","波涛炮的强化版。高贵的鱼儿轻轻飘动着液纱，炮弹如瀑般倾泻。","38","HunterSkill_197,3","3,2,1","8","240","-15","0","","","","","",""
"HeavyBowgun_032","沼喷狙击炮Ⅰ","heavy-bowgun","使用沼喷龙素材制作的重弩炮。这是一件试作品，原理是利用调合毒素产生的瓦斯来增加有效射程。","12","HunterSkill_027,2","0,0,0","3","140","0","0","","","","","",""
"HeavyBowgun_033","沼喷狙击炮Ⅱ","heavy-bowgun","使用沼喷龙素材制作的重弩炮。这是一件试作品，原理是利用调合毒素产生的瓦斯来增加有效射程。","13","HunterSkill_027,2","2,1,0","5","170","0","0","","","","","",""
"HeavyBowgun_034","沼喷狙击炮Ⅲ","heavy-bowgun","使用沼喷龙素材制作的重弩炮。这是一件试作品，原理是利用调合毒素产生的瓦斯来增加有效射程。","14","HunterSkill_027,3","3,2,0","7","200","0","0","","","","","",""
"HeavyBowgun_035","沼喷蛛毒重弩","heavy-bowgun","根据测试结果进行了改良的沼喷狙击手。被它击中的对手甚至都没有机会感到痛苦就会倒地。","15","HunterSkill_027,3","3,2,1","8","220","0","0","","","","","",""
"HeavyBowgun_036","影蜘蛛破坏弩Ⅰ","heavy-bowgun","在变形部位使用了大量伸缩自如的影蜘蛛素材，兼顾到了易用性和破坏力的重弩炮。","31","HunterSkill_028,1,HunterSkill_026,1","0,0,0","3","120","10","0","","","","","",""
"HeavyBowgun_037","影蜘蛛破坏弩Ⅱ","heavy-bowgun","在变形部位使用了大量伸缩自如的影蜘蛛素材，兼顾到了易用性和破坏力的重弩炮。","32","HunterSkill_028,1,HunterSkill_026,1","2,1,0","5","150","15","0","","","","","",""
"HeavyBowgun_038","影蜘蛛破坏弩Ⅲ","heavy-bowgun","在变形部位使用了大量伸缩自如的影蜘蛛素材，兼顾到了易用性和破坏力的重弩炮。","33","HunterSkill_028,2,HunterSkill_026,1","3,2,0","7","180","15","0","","","","","",""
"HeavyBowgun_039","破坏者猎弩","heavy-bowgun","对影蜘蛛破坏弩进行了彻底改良。精准的一击仿若影蜘蛛一般，直中猎物要害。","34","HunterSkill_028,2,HunterSkill_026,1","3,2,1","8","200","15","0","","","","","",""
"HeavyBowgun_040","狱焰炮Ⅰ","heavy-bowgun","使用狱焰蛸素材打造的恐怖重弩炮。独一无二的怪异弩身会侵蚀持有者的精神。","42","HunterSkill_198,2","1,0,0","4","170","-15","0","","","","","",""
"HeavyBowgun_041","狱焰炮Ⅱ","heavy-bowgun","使用狱焰蛸素材打造的恐怖重弩炮。独一无二的怪异弩身会侵蚀持有者的精神。","43","HunterSkill_198,3","3,2,0","7","210","-15","0","","","","","",""
"HeavyBowgun_042","恶蛸狱焰炮","heavy-bowgun","蠢动的强化版狱焰炮令人毛骨悚然。强大无比的暗之力召唤出无可抵抗的因果轮回。","44","HunterSkill_198,3","3,2,1","8","230","-15","0","","","","","",""
"HeavyBowgun_048","冻峰金属步枪Ⅰ","heavy-bowgun","自冰封绝壁所诞生的冻峰龙重弩炮。特点是最大限度利用素材特性的冷却机关。","6","HunterSkill_026,3","3,2,0","7","190","0","0","","","","","",""
"HeavyBowgun_049","断崖金属炮","heavy-bowgun","冻峰金属步枪的强化版。宛如在连时间都被封闭的山巅上刮起的狂风暴雪，源源不断地施展着它的雄威。","7","HunterSkill_026,3","3,2,1","8","210","0","0","","","","","",""
"HeavyBowgun_056","铁制突击弩Ⅰ","heavy-bowgun","以简单结构制造的重弩炮，连新手都能轻松操作。最适合刚接触重弩的猎人。","8","HunterSkill_197,1","0,0,0","2","120","0","0","","","","","",""
"HeavyBowgun_057","铁制突击弩Ⅱ","heavy-bowgun","以简单结构制造的重弩炮，连新手都能轻松操作。最适合刚接触重弩的猎人。","9","HunterSkill_197,2","1,0,0","4","160","0","0","","","","","",""
"HeavyBowgun_058","铁制突击弩Ⅲ","heavy-bowgun","以简单结构制造的重弩炮，连新手都能轻松操作。最适合刚接触重弩的猎人。","10","HunterSkill_197,3","2,1,0","6","190","0","0","","","","","",""
"HeavyBowgun_059","钢铁突击弩","heavy-bowgun","简单的铁制重弩，经工匠稍加改良就获得了强大的威力。外观朴素，但性能可不简单。","11","HunterSkill_197,3","3,2,1","8","220","0","0","","","","","",""
"HeavyBowgun_064","骨制发射器Ⅰ","heavy-bowgun","价格低廉，性能稳定，值得信赖。更为后续进一步强化打下了坚实的基础。","26","HunterSkill_026,1","0,0,0","1","110","0","0","","","","","",""
"HeavyBowgun_065","骨制发射器Ⅱ","heavy-bowgun","价格低廉，性能稳定，值得信赖。更为后续进一步强化打下了坚实的基础。","27","HunterSkill_026,1,HunterSkill_000,1","0,0,0","2","130","0","0","","","","","",""
"HeavyBowgun_066","骨制发射器Ⅲ","heavy-bowgun","价格低廉，性能稳定，值得信赖。更为后续进一步强化打下了坚实的基础。","28","HunterSkill_026,2,HunterSkill_000,1","1,0,0","4","170","0","0","","","","","",""
"HeavyBowgun_067","骨制发射器Ⅳ","heavy-bowgun","价格低廉，性能稳定，值得信赖。更为后续进一步强化打下了坚实的基础。","29","HunterSkill_026,3,HunterSkill_000,1","2,1,0","6","200","0","0","","","","","",""
"HeavyBowgun_068","坚骨发射器","heavy-bowgun","骨制发射器强化版，射击性能优异，据说老手猎人也喜欢使用。","30","HunterSkill_026,3,HunterSkill_000,1","3,2,1","8","230","0","0","","","","","",""
"HeavyBowgun_072","怪鸟炮Ⅰ","heavy-bowgun","高输出、大口径的重弩炮。使用了大量防火性能极高的素材。","45","HunterSkill_032,2","2,1,0","5","180","0","0","","","","","",""
"HeavyBowgun_073","怪鸟炮Ⅱ","heavy-bowgun","高输出、大口径的重弩炮。使用了大量防火性能极高的素材。","46","HunterSkill_032,3","3,2,0","7","210","0","0","","","","","",""
"HeavyBowgun_074","怪鸟大炮","heavy-bowgun","强化型的怪鸟炮，将输出提升到了极限。带有烈火的火炎弹会烧尽一切猎物。","47","HunterSkill_032,3","3,2,1","8","220","0","0","","","","","",""
"HeavyBowgun_077","战车魔术师Ⅰ","heavy-bowgun","使用毒怪鸟素材制作的重弩炮。橡胶质素材带来的独特握持感，能瞄得更稳。","50","HunterSkill_026,2","2,1,0","5","180","0","0","","","","","",""
"HeavyBowgun_078","战车魔术师Ⅱ","heavy-bowgun","使用毒怪鸟素材制作的重弩炮。橡胶质素材带来的独特握持感，能瞄得更稳。","51","HunterSkill_026,3","2,1,0","6","200","0","0","","","","","",""
"HeavyBowgun_079","战车黑法师","heavy-bowgun","战车魔术师的强化版，威力得到了极大增强。此炮的持有者将化为固若金汤的要塞。","52","HunterSkill_026,3","3,2,1","8","230","0","0","","","","","",""
"HeavyBowgun_082","妃龙炮【远击】Ⅰ","heavy-bowgun","用防火性能高的雌火龙素材制成。可输出稳定火力的重火炮，足以令猎人心生向往。","53","HunterSkill_197,2,HunterSkill_141,1","2,1,0","5","160","15","0","","","","","",""
"HeavyBowgun_083","妃龙炮【远击】Ⅱ","heavy-bowgun","用防火性能高的雌火龙素材制成。可输出稳定火力的重火炮，足以令猎人心生向往。","54","HunterSkill_197,3,HunterSkill_141,1","3,2,0","7","190","15","0","","","","","",""
